Courier_id,Addr,Arrival_time,Departure,Amount,Order_id
D0121,B4317,61,74,-8,F4366
D0121,B7216,85,98,-7,F4393
D0121,B3934,103,127,-39,F5699
D0121,B2539,133,144,-4,F0720
D0121,B0801,176,189,-6,F5662
D0122,A080,0,0,0,
D0122,B9213,7,40,-88,F0078
D0122,B8096,44,70,-48,F0643
D0122,B2287,180,191,-4,F1046
D0123,A086,0,0,0,
D0123,B7850,8,37,-66,F6583
D0123,B3099,43,72,-62,F7182
D0123,B8051,111,126,-11,F1877
D0124,A068,0,0,0,
D0124,B0726,2,23,-27,F5513
D0124,B2140,29,50,-30,F5521
D0124,B1401,53,74,-31,F5515
D0124,B4000,78,103,-42,F5536
D0124,B5000,206,220,-8,F2800
D0124,B2492,246,256,-2,F2745
D0125,A113,0,0,0,
D0125,B8460,11,29,-19,F8449
D0125,B7587,31,48,-15,F8445
D0125,B1878,50,75,-45,F8425
D0125,B3442,81,91,-3,F8434
D0125,B5373,96,118,-35,F5456
D0125,B6695,121,139,-17,F5476
D0125,B6454,180,192,-6,F5471
D0126,A115,0,0,0,
D0126,B3895,3,28,-44,F8539
D0126,B6086,29,63,-95,F8550
D0127,A094,0,0,0,
D0127,B6216,12,42,-73,F1955
D0127,B6231,46,74,-57,F7188
D0127,B5230,172,187,-10,F1631
D0128,A016,0,0,0,
D0128,B1284,19,51,-80,F6388
D0128,B8784,58,79,-28,F1016
D0128,B7448,91,110,-24,F0999
D0128,B8038,235,248,-6,F2851
D0128,B0893,300,310,-2,F2713
D0129,A102,0,0,0,
D0129,B0639,4,33,-64,F7605
D0129,B4253,42,70,-59,F3191
D0129,B5139,75,91,-13,F3203
D0129,B4562,257,268,-4,F2590
D0130,A069,0,0,0,
D0130,B5291,7,28,-32,F5614
D0130,B7069,31,60,-64,F5637
D0130,B2328,61,85,-37,F5591
D0130,B6463,218,231,-7,F5974
D0131,A022,0,0,0,
D0131,B2684,5,38,-89,F1706
D0131,B2243,42,60,-19,F1704
D0131,B1568,64,81,-18,F1696
D0131,B9086,86,99,-6,F7766
D0131,B5338,245,259,-8,F6100
D0132,A081,0,0,0,
D0132,B0372,3,38,-99,F6265
D0132,B4934,42,61,-23,F0109
D0132,B5278,132,150,-18,F8492
D0133,A039,0,0,0,
D0133,B8497,10,39,-62,F3699
D0133,B2537,45,75,-68,F8475
D0133,B8590,204,218,-10,F1294
D0134,A006,0,0,0,
D0134,B1141,14,42,-57,F9181
D0134,B7649,49,65,-14,F9213
D0134,B3847,73,93,-25,F0252
D0134,B6916,98,122,-40,F0288
D0134,B9094,190,201,-4,F3657
D0135,A015,0,0,0,
D0135,B3355,5,26,-27,F0898
D0135,B7368,27,60,-91,F0918
D0135,B2032,134,153,-20,F1799
D0136,A052,0,0,0,
D0136,B5088,3,35,-80,F4296
D0136,B0863,36,62,-49,F4270
D0136,B4976,128,143,-11,F4792
D0137,A121,0,0,0,
D0137,B7658,4,34,-72,F9042
D0137,B1516,37,66,-65,F9006
D0138,A025,0,0,0,
D0138,B4646,10,41,-73,F2064
D0138,B7776,46,66,-25,F3793
D0138,B2953,73,90,-17,F2033
D0138,B8797,253,272,-22,F7521
D0138,B4754,290,300,-3,F7447
D0139,A110,0,0,0,
D0139,B9076,10,31,-31,F8279
D0139,B7653,33,59,-51,F2496
D0139,B5406,65,89,-40,F8240
D0139,B0703,188,206,-18,F8857
D0140,A080,0,0,0,
D0140,B2163,0,25,-42,F6239
D0140,B2307,29,61,-81,F6241
D0140,B4674,233,250,-16,F1253
D0141,A080,0,0,0,
D0141,B3877,5,34,-66,F6245
D0141,B4037,38,68,-71,F0038
D0142,A112,0,0,0,
D0142,B5161,4,19,-13,F8385
D0142,B8138,24,42,-19,F8410
D0142,B2934,48,69,-29,F8369
D0142,B8192,70,90,-23,F8412
D0142,B4429,97,119,-31,F4787
D0142,B2111,127,143,-15,F4766
D0142,B5735,153,164,-4,F4803
D0142,B8664,175,185,-3,F2932
D0142,B8920,198,206,-1,F2936
D0143,A122,0,0,0,
D0143,B6700,2,33,-73,F9075
D0143,B5442,35,61,-49,F9071
D0143,B4797,182,199,-17,F4790
D0144,A012,0,0,0,
D0144,B6191,19,33,-8,F5725
D0144,B2923,46,63,-17,F5690
D0144,B1311,74,95,-31,F0699
D0144,B4102,103,117,-9,F0743
D0144,B2567,128,144,-14,F5686
D0144,B8571,152,169,-16,F5761
D0144,B7128,175,190,-10,F5738
D0144,B2168,197,209,-5,F5271
D0144,B3914,214,231,-15,F5301
D0144,B1238,233,248,-12,F0696
D0144,B5890,252,261,-2,F0768
D0145,A054,0,0,0,
D0145,B0528,4,30,-50,F4410
D0145,B7151,34,58,-39,F4458
D0145,B5295,61,87,-48,F8844
D0145,B2670,92,100,-1,F6956
D0146,A099,0,0,0,
D0146,B5823,36,54,-18,F7468
D0146,B3682,58,76,-17,F7424
D0146,B1711,128,139,-4,F7373
D0146,B8547,161,177,-15,F7519
D0146,B8518,182,201,-21,F7517
D0146,B0174,225,254,-65,F7335
D0147,A051,0,0,0,
D0147,B0719,5,32,-54,F0411
D0147,B2202,40,59,-20,F0430
D0147,B1689,80,100,-25,F0424
D0147,B2829,123,145,-32,F0435
D0147,B6621,181,195,-8,F8969
D0148,A085,0,0,0,
D0148,B6891,10,40,-72,F6526
D0148,B6837,46,69,-38,F4115
D0148,B2099,72,89,-15,F4101
D0148,B9195,92,107,-10,F4124
D0148,B8488,189,201,-5,F8914
D0149,A028,0,0,0,
D0149,B0561,14,46,-82,F2326
D0149,B8576,49,64,-10,F2421
D0149,B3007,69,94,-46,F2357
D0150,A084,0,0,0,
D0150,B7613,3,34,-75,F6478
D0150,B0717,37,65,-58,F6460
D0150,B0384,187,200,-7,F8716
D0151,A017,0,0,0,
D0151,B5588,18,38,-27,F1084
D0151,B6053,63,87,-42,F7134
D0151,B8342,90,105,-10,F7163
D0151,B8039,109,132,-35,F7160
D0151,B5963,136,147,-3,F7133
D0151,B8001,149,166,-15,F7159
D0151,B2553,182,193,-4,F8042
D0151,B7163,247,258,-4,F6123
D0152,A013,0,0,0,
D0152,B3338,3,27,-43,F0839
D0152,B6936,31,56,-47,F4153
D0152,B7205,62,81,-20,F2297
D0152,B4651,159,180,-29,F6563
D0153,A051,0,0,0,
D0153,B2349,3,21,-18,F4250
D0153,B2442,27,42,-13,F4251
D0153,B2547,53,74,-28,F2170
D0153,B2402,80,105,-45,F2168
D0153,B2529,113,134,-28,F2169
D0153,B6563,141,153,-6,F2208
D0154,A084,0,0,0,
D0154,B8864,5,38,-92,F6479
D0154,B6706,88,113,-46,F2100
D0155,A074,0,0,0,
D0155,B8808,5,30,-47,F5938
D0155,B6172,32,64,-78,F5926
D0155,B5331,281,298,-14,F4923
D0156,A101,0,0,0,
D0156,B7227,2,28,-49,F7597
D0156,B7841,38,70,-82,F6302
D0156,B0448,159,173,-9,F8419
D0157,A113,0,0,0,
D0157,B2178,10,34,-39,F8427
D0157,B2308,37,57,-25,F5776
D0157,B0073,64,90,-50,F7681
D0157,B3218,100,120,-23,F7712
D0157,B3359,230,240,-3,F6074
D0158,A118,0,0,0,
D0158,B8075,3,28,-45,F8853
D0158,B5811,31,60,-65,F8845
D0158,B2677,156,176,-28,F1809
D0159,A029,0,0,0,
D0159,B7337,0,23,-37,F2492
D0159,B4315,28,46,-21,F2464
D0159,B7331,49,65,-13,F2491
D0159,B7137,71,87,-14,F4392
D0159,B1462,89,111,-33,F4336
D0159,B4349,113,131,-18,F4368
D0159,B2187,208,219,-4,F5272
D0160,A114,0,0,0,
D0160,B0281,6,32,-49,F8454
D0160,B6518,36,65,-66,F8501
D0160,B7875,70,90,-25,F7046
D0161,A028,0,0,0,
D0161,B2463,14,29,-11,F9105
D0161,B1191,36,68,-76,F2336
D0161,B1754,78,103,-47,F2344
D0161,B7395,131,143,-5,F8980
D0162,A038,0,0,0,
D0162,B3656,37,50,-8,F3557
D0162,B4761,57,71,-10,F3575
D0162,B4123,96,106,-3,F1421
D0162,B5727,123,155,-84,F1462
D0162,B4242,188,205,-17,F1827
D0162,B2700,208,224,-12,F1810
D0162,B6314,231,242,-4,F1858
D0163,A079,0,0,0,
D0163,B8388,1,27,-49,F6227
D0163,B4021,44,72,-61,F0353
D0163,B1117,95,116,-29,F6317
D0164,A027,0,0,0,
D0164,B1571,8,32,-40,F2251
D0164,B8400,39,62,-37,F2500
D0164,B5341,65,80,-11,F2470
D0164,B0502,85,111,-52,F2432
D0165,A084,0,0,0,
D0165,B2051,3,37,-92,F6465
D0165,B6662,104,129,-46,F7191
D0166,A092,0,0,0,
D0166,B1315,3,34,-76,F6909
D0166,B2393,39,58,-23,F5155
D0166,B6991,61,82,-30,F6934
D0166,B0459,270,285,-11,F2702
D0167,A042,0,0,0,
D0167,B3332,4,30,-48,F3827
D0167,B5076,34,58,-41,F3838
D0167,B5074,63,88,-43,F7242
D0167,B2190,217,231,-8,F2740
D0168,A077,0,0,0,
D0168,B5420,12,23,-4,F6102
D0168,B6040,36,45,-2,F6109
D0168,B0649,51,64,-7,F6051
D0168,B6425,66,82,-12,F6115
D0168,B3396,84,97,-7,F6075
D0168,B0210,113,123,-3,F6046
D0168,B7728,127,137,-2,F6129
D0168,B7580,148,163,-11,F6127
D0168,B2110,215,228,-6,F2541
D0168,B4938,370,388,-19,F4919
D0168,B3639,403,423,-23,F4894
D0168,B2191,432,456,-40,F4874
D0168,B3726,511,522,-4,F4897
D0169,A116,0,0,0,
D0169,B5767,7,31,-42,F8656
D0169,B5710,50,75,-44,F8654
D0169,B6625,87,101,-9,F8081
D0169,B0489,113,128,-11,F0523
D0169,B0374,138,158,-27,F0521
D0169,B4567,169,181,-5,F1069
D0170,A123,0,0,0,
D0170,B7863,15,40,-42,F9158
D0170,B4991,50,73,-37,F5853
D0170,B0506,85,112,-52,F9088
D0170,B8275,118,132,-9,F9164
D0171,A016,0,0,0,
D0171,B3020,19,46,-52,F6406
D0171,B5344,53,78,-44,F0982
D0171,B7463,82,105,-36,F1000
D0171,B9163,115,129,-8,F1020
D0172,A062,0,0,0,
D0172,B6341,7,29,-34,F5029
D0172,B8137,31,45,-9,F5047
D0172,B7958,50,64,-9,F5045
D0172,B3216,65,82,-14,F5009
D0172,B8220,86,109,-36,F1010
D0172,B8660,117,137,-26,F5054
D0172,B8424,144,158,-9,F5051
D0172,B4950,160,168,-1,F5020
D0173,A102,0,0,0,
D0173,B5938,4,25,-27,F7653
D0173,B0794,34,53,-21,F3133
D0173,B7347,54,74,-25,F3246
D0173,B2285,82,105,-37,F3157
D0173,B7754,115,136,-30,F3256
D0174,A051,0,0,0,
D0174,B2890,11,25,-8,F0438
D0174,B1196,32,57,-41,F0416
D0174,B5249,59,82,-36,F0474
D0174,B7320,88,101,-7,F0494
D0174,B3021,110,129,-24,F0440
D0174,B0081,134,152,-19,F0402
D0174,B3548,207,219,-5,F7418
D0175,A043,0,0,0,
D0175,B5719,8,36,-61,F3906
D0175,B8616,41,60,-21,F2311
D0175,B0708,63,89,-53,F3871
D0175,B6802,154,165,-4,F0778
D0176,A086,0,0,0,
D0176,B4711,7,36,-66,F6564
D0176,B8653,40,67,-52,F6588
D0176,B4947,112,131,-21,F3414
D0177,A068,0,0,0,
D0177,B8611,1,29,-62,F5564
D0177,B5469,31,60,-66,F5544
D0177,B6876,168,183,-12,F8177
D0178,A015,0,0,0,
D0178,B6588,3,34,-75,F0916
D0178,B6009,36,63,-55,F0913
D0178,B2181,268,283,-10,F7383
D0179,A028,0,0,0,
D0179,B6129,5,21,-14,F2388
D0179,B1620,25,53,-60,F2343
D0179,B4069,58,83,-44,F2367
D0179,B6756,98,117,-20,F9210
D0180,A027,0,0,0,
D0180,B5077,6,35,-65,F2278
D0180,B4431,40,68,-58,F2273
D0180,B5472,160,176,-14,F5327
D0180,B8539,323,333,-3,F5374
D0181,A003,0,0,0,
D0181,B4218,5,36,-76,F0104
D0181,B4246,43,65,-35,F4002
D0181,B1795,69,86,-16,F5069
D0181,B7398,86,101,-11,F5106
D0182,A054,0,0,0,
D0182,B3137,3,25,-35,F4426
D0182,B4168,27,55,-57,F4437
D0182,B5716,59,83,-43,F4445
D0182,B1423,204,215,-5,F2723
D0183,A064,0,0,0,
D0183,B3300,2,26,-42,F5124
D0183,B9111,40,71,-79,F5234
D0183,B7356,154,172,-19,F1868
D0184,A076,0,0,0,
D0184,B6764,8,26,-18,F6030
D0184,B9140,31,56,-47,F6043
D0184,B3576,59,77,-18,F6005
D0184,B6336,81,104,-38,F0990
D0184,B4368,183,200,-16,F0747
D0184,B6000,358,369,-3,F2816
D0185,A118,0,0,0,
D0185,B2414,4,38,-96,F8836
D0185,B3235,113,137,-43,F0174
D0186,A033,0,0,0,
D0186,B5322,5,33,-58,F2986
D0186,B0977,36,65,-66,F2954
D0186,B4129,252,267,-11,F7434
D0186,B6042,303,314,-4,F7471
D0187,A017,0,0,0,
D0187,B3902,7,27,-27,F1062
D0187,B8713,31,49,-17,F1106
D0187,B4464,57,78,-26,F1068
D0187,B9022,82,95,-8,F1113
D0187,B0182,102,130,-59,F7058
D0187,B6607,181,191,-3,F5976
D0188,A073,0,0,0,
D0188,B0769,1,34,-91,F5895
D0188,B4467,36,62,-49,F5900
D0189,A094,0,0,0,
D0189,B2914,4,30,-50,F7012
D0189,B8445,33,59,-48,F6848
D0189,B6210,63,87,-38,F7035
D0189,B3794,247,258,-4,F2571
D0190,A037,0,0,0,
D0190,B1806,9,41,-85,F3361
D0190,B1897,48,73,-43,F3364
D0190,B5792,79,94,-11,F3429
D0191,A007,0,0,0,
D0191,B0921,16,42,-50,F0321
D0191,B6844,47,62,-11,F0377
D0191,B3105,67,83,-15,F0340
D0191,B4647,89,111,-32,F3067
D0191,B8288,118,140,-32,F3109
D0192,A063,0,0,0,
D0192,B5217,3,30,-57,F5092
D0192,B1051,33,58,-43,F6490
D0192,B6828,59,83,-39,F6525
D0193,A106,0,0,0,
D0193,B7698,32,43,-4,F7935
D0193,B2062,46,63,-14,F7876
D0193,B5429,70,78,-1,F7912
D0193,B1240,97,109,-6,F7865
D0193,B9209,118,129,-3,F7950
D0193,B5342,138,158,-27,F6354
D0193,B5105,175,185,-3,F6353
D0193,B3962,190,201,-4,F6337
D0193,B1069,261,285,-39,F2156
D0193,B7746,305,327,-35,F6223
D0193,B7220,424,435,-4,F7497
D0194,A100,0,0,0,
D0194,B5206,8,23,-11,F7552
D0194,B8124,33,54,-26,F3106
D0194,B1381,65,92,-54,F3036
D0194,B6956,94,117,-36,F3092
D0194,B2301,122,137,-12,F3819
D0195,A035,0,0,0,
D0195,B2533,12,29,-14,F3161
D0195,B7844,40,56,-14,F0603
D0195,B6800,63,91,-59,F0593
D0195,B0238,104,129,-45,F0517
D0195,B3603,232,246,-8,F6078
D0196,A116,0,0,0,
D0196,B5300,13,38,-42,F8647
D0196,B2101,41,63,-30,F8037
D0196,B6747,70,96,-48,F8674
D0196,B6071,109,127,-18,F8661
D0196,B8670,141,150,-2,F8705
D0197,A094,0,0,0,
D0197,B4599,3,29,-48,F7023
D0197,B3683,31,54,-36,F7017
D0197,B1653,62,89,-54,F6803
D0198,A021,0,0,0,
D0198,B5542,19,47,-59,F3425
D0198,B8671,51,76,-43,F3473
D0198,B2590,87,101,-9,F3378
D0198,B7933,112,132,-26,F3460
D0198,B5200,259,270,-3,F2602
D0199,A104,0,0,0,
D0199,B0601,17,50,-82,F6718
D0199,B0858,64,90,-48,F0320
D0199,B6474,93,106,-7,F0374
D0199,B2017,232,242,-3,F7875
D0200,A049,0,0,0,
D0200,B0681,6,29,-39,F4172
D0200,B4563,36,56,-25,F4201
D0200,B2234,63,93,-68,F6000
D0200,B8942,109,120,-3,F7273
D0200,B0885,248,259,-5,F2712
D0201,A045,0,0,0,
D0201,B7611,0,31,-75,F4020
D0201,B1600,33,62,-62,F3985
D0202,A110,0,0,0,
D0202,B7780,7,32,-43,F8266
D0202,B7019,39,59,-24,F2489
D0202,B5495,63,84,-30,F2471
D0202,B2921,88,109,-29,F8223
D0202,B5879,123,139,-13,F8247
D0203,A013,0,0,0,
D0203,B6080,3,30,-51,F0848
D0203,B7426,33,61,-58,F0850
D0203,B8013,70,91,-30,F4161
D0204,A102,0,0,0,
D0204,B1371,1,30,-60,F7614
D0204,B5570,48,70,-32,F3215
D0204,B5467,84,103,-23,F0575
D0204,B7564,151,171,-24,F8686
D0205,A109,0,0,0,
D0205,B4850,7,23,-14,F8153
D0205,B2316,29,62,-87,F8128
D0205,B2650,74,97,-37,F8132
D0205,B1479,241,250,-2,F5671
D0206,A106,0,0,0,
D0206,B4785,50,59,-2,F7906
D0206,B7521,62,75,-8,F7934
D0206,B4417,80,102,-34,F2785
D0206,B6044,108,121,-6,F2817
D0206,B1874,124,136,-5,F2732
D0206,B5564,140,152,-5,F2812
D0206,B3418,159,171,-6,F2763
D0206,B3704,182,192,-3,F2768
D0206,B0367,203,215,-5,F2700
D0206,B2723,248,262,-10,F7884
D0206,B6635,270,281,-5,F7922
D0206,B1455,298,316,-19,F7867
D0206,B0226,323,345,-32,F7854
D0207,A031,0,0,0,
D0207,B5692,8,21,-8,F2813
D0207,B3472,30,41,-4,F2765
D0207,B8084,94,108,-9,F2852
D0207,B8144,119,130,-5,F2853
D0207,B4439,137,148,-3,F8150
D0207,B2819,154,179,-48,F8135
D0207,B1486,183,208,-46,F8124
D0207,B7835,231,242,-3,F2849
D0207,B4987,252,263,-3,F2799
D0207,B5303,284,298,-8,F8155
D0207,B8080,303,313,-3,F8188
D0208,A118,0,0,0,
D0208,B8788,47,78,-78,F6539
D0208,B8740,104,132,-62,F0879
D0209,A006,0,0,0,
D0209,B0333,10,29,-21,F0206
D0209,B7168,32,57,-46,F0293
D0209,B6477,66,89,-37,F0281
D0209,B3052,108,122,-8,F1813
D0209,B2443,131,151,-23,F1805
D0209,B0598,164,176,-5,F1778
D0210,A081,0,0,0,
D0210,B1111,1,27,-51,F6269
D0210,B2592,30,59,-61,F6274
D0210,B7012,67,88,-26,F4014
D0211,A116,0,0,0,
D0211,B4648,8,26,-20,F8632
D0211,B2496,32,51,-23,F8594
D0211,B0797,53,66,-8,F8569
D0211,B2647,72,96,-40,F8596
D0211,B1439,98,123,-42,F8581
D0211,B7765,131,144,-7,F8690
D0212,A077,0,0,0,
D0212,B6894,4,21,-16,F6119
D0212,B6634,25,38,-6,F6118
D0212,B4345,43,56,-6,F5960
D0212,B5769,64,77,-6,F7130
D0212,B2768,82,97,-12,F7092
D0212,B3341,141,167,-51,F8609
D0212,B8291,174,196,-30,F8100
D0212,B8309,206,218,-5,F8102
D0212,B3670,264,277,-7,F6079
D0213,A043,0,0,0,
D0213,B3685,3,32,-63,F3892
D0213,B6134,38,63,-43,F7591
D0213,B4716,66,89,-34,F7585
D0214,A064,0,0,0,
D0214,B1982,23,53,-71,F7963
D0214,B4131,68,95,-54,F4232
D0214,B8959,289,305,-15,F4982
D0215,A004,0,0,0,
D0215,B4915,2,36,-93,F0147
D0215,B8025,76,101,-46,F1974
D0216,A013,0,0,0,
D0216,B2410,7,40,-90,F5592
D0216,B8879,43,68,-42,F4122
D0216,B8754,261,274,-8,F4980
D0217,A096,0,0,0,
D0217,B4624,10,40,-69,F7024
D0217,B5199,46,74,-57,F7185
D0217,B1535,173,189,-14,F1343
D0218,A098,0,0,0,
D0218,B6202,2,17,-11,F7312
D0218,B1883,18,41,-34,F7287
D0218,B4634,43,60,-16,F7305
D0218,B5575,63,84,-32,F9034
D0218,B3237,86,106,-27,F7295
D0218,B5404,108,117,-2,F9030
D0218,B9202,192,209,-17,F8529
D0219,A122,0,0,0,
D0219,B1995,1,31,-68,F9062
D0219,B9112,35,65,-71,F5910
D0220,A024,0,0,0,
D0220,B2617,10,39,-69,F1915
D0220,B5969,46,69,-36,F1953
D0220,B4827,72,95,-35,F7026
D0221,A112,0,0,0,
D0221,B7676,7,29,-35,F8688
D0221,B6338,31,53,-33,F8667
D0221,B0461,56,84,-62,F8347
D0221,B8184,95,109,-10,F8411
D0222,A050,0,0,0,
D0222,B6063,12,38,-47,F2093
D0222,B6719,42,62,-26,F2101
D0222,B3072,77,106,-63,F2036
D0222,B8454,179,190,-4,F1886
D0223,A104,0,0,0,
D0223,B1125,17,47,-68,F6905
D0223,B7391,55,81,-49,F5216
D0223,B1866,126,145,-23,F5998
D0224,A056,0,0,0,
D0224,B0523,5,32,-52,F4546
D0224,B2076,35,57,-31,F4554
D0224,B5531,75,102,-52,F2083
D0224,B6873,264,276,-5,F7491
D0225,A035,0,0,0,
D0225,B1534,6,31,-46,F3143
D0225,B5765,34,60,-51,F7651
D0225,B4529,68,91,-35,F3194
D0225,B6664,120,133,-7,F1089
D0226,A048,0,0,0,
D0226,B4713,8,23,-12,F4142
D0226,B2237,31,60,-66,F2446
D0226,B5687,65,85,-25,F2473
D0226,B3447,88,106,-18,F2456
D0226,B2802,122,140,-19,F2453
D0227,A085,0,0,0,
D0227,B1929,9,41,-83,F6493
D0227,B4964,49,66,-14,F4720
D0227,B3298,72,87,-11,F1711
D0227,B1376,92,106,-9,F4701
D0227,B4052,110,129,-20,F4713
D0227,B4589,275,286,-3,F8062
D0228,A083,0,0,0,
D0228,B2895,8,34,-51,F6405
D0228,B0736,41,67,-49,F6383
D0228,B3971,70,94,-40,F6416
D0229,A043,0,0,0,
D0229,B7123,5,30,-44,F3915
D0229,B5508,33,65,-82,F3904
D0229,B6687,98,114,-14,F2482
D0230,A114,0,0,0,
D0230,B0776,5,36,-77,F8458
D0230,B2775,39,65,-51,F8479
D0230,B1174,180,196,-12,F1334
D0231,A050,0,0,0,
D0231,B8325,3,28,-42,F4245
D0231,B0688,29,60,-71,F0857
D0231,B0465,191,212,-27,F1313
D0232,A111,0,0,0,
D0232,B4075,2,26,-38,F8311
D0232,B4575,31,66,-99,F6755
D0233,A095,0,0,0,
D0233,B6676,5,37,-78,F7144
D0233,B7834,45,63,-18,F7155
D0233,B8153,73,92,-23,F8910
D0233,B1984,109,127,-19,F1042
D0234,A102,0,0,0,
D0234,B3792,8,37,-64,F0178
D0234,B8999,40,66,-49,F0202
D0234,B5728,103,120,-17,F3682
D0234,B1344,176,191,-10,F1789
D0235,A022,0,0,0,
D0235,B8380,2,23,-27,F1759
D0235,B0091,33,58,-42,F7682
D0235,B1651,63,92,-65,F7696
D0235,B7009,155,167,-6,F7147
D0236,A009,0,0,0,
D0236,B9131,22,45,-38,F0613
D0236,B5837,56,81,-43,F3221
D0236,B7570,89,113,-38,F3252
D0236,B4408,122,139,-16,F3193
D0236,B1461,149,159,-3,F0534
D0237,A088,0,0,0,
D0237,B4597,3,32,-64,F6699
D0237,B2326,34,64,-67,F7773
D0237,B8867,142,156,-8,F2236
D0238,A100,0,0,0,
D0238,B3539,11,34,-37,F7546
D0238,B1574,40,61,-29,F7536
D0238,B2318,69,95,-48,F3042
D0238,B2892,103,123,-26,F3048
D0239,A109,0,0,0,
D0239,B8197,10,33,-36,F5048
D0239,B1594,51,85,-94,F4180
D0239,B0262,184,199,-10,F5239
D0240,A095,0,0,0,
D0240,B4144,8,26,-19,F7108
D0240,B0211,46,70,-39,F6047
D0240,B7666,80,91,-4,F8089
D0240,B8657,98,113,-11,F8104
D0240,B4699,131,156,-44,F8063
D0240,B8604,172,191,-21,F8704
D0240,B9169,228,237,-2,F8109
D0241,A055,0,0,0,
D0241,B3927,2,28,-47,F4500
D0241,B7941,35,54,-22,F4528
D0241,B1480,60,80,-24,F4483
D0241,B1863,111,133,-33,F4765
D0241,B7913,184,199,-12,F1287
D0241,B8990,213,222,-2,F2939
D0242,A111,0,0,0,
D0242,B5641,3,24,-27,F8317
D0242,B7428,28,53,-44,F8329
D0242,B8491,55,83,-57,F6939
D0242,B6863,283,298,-11,F7490
D0243,A037,0,0,0,
D0243,B0949,6,24,-18,F3349
D0243,B4405,28,53,-45,F3405
D0243,B7167,56,82,-48,F3447
D0243,B8370,88,109,-27,F1674
D0243,B6357,120,129,-2,F1642
D0244,A003,0,0,0,
D0244,B3326,6,35,-66,F9017
D0244,B2627,40,68,-59,F0095
D0244,B2290,167,184,-14,F0543
D0245,A016,0,0,0,
D0245,B6811,6,35,-64,F0996
D0245,B3976,41,70,-66,F0968
D0245,B5720,119,133,-9,F0765
D0246,A086,0,0,0,
D0246,B6589,5,31,-49,F6575
D0246,B5706,32,53,-30,F6567
D0246,B4363,55,81,-46,F9197
D0246,B7967,84,101,-15,F6584
D0247,A024,0,0,0,
D0247,B1853,2,27,-48,F1908
D0247,B5058,32,61,-65,F1944
D0247,B3263,122,141,-23,F3384
D0247,B8737,249,260,-4,F1546
D0248,A053,0,0,0,
D0248,B1730,6,28,-32,F4340
D0248,B3720,36,59,-33,F4361
D0248,B2735,64,85,-27,F4349
D0248,B0615,87,103,-14,F4327
D0248,B5832,114,131,-17,F8246
D0248,B4558,144,159,-11,F8233
D0248,B5868,223,235,-6,F3958
D0249,A069,0,0,0,
D0249,B7054,8,35,-55,F5636
D0249,B1739,37,54,-15,F5585
D0249,B6346,58,86,-57,F5628
D0249,B4091,129,145,-13,F7725
D0250,A113,0,0,0,
D0250,B3986,3,23,-26,F8437
D0250,B4927,26,47,-27,F8440
D0250,B0761,50,75,-43,F8421
D0250,B5419,85,102,-14,F7828
D0250,B8823,132,153,-29,F4405
D0251,A018,0,0,0,
D0251,B1370,20,39,-23,F7363
D0251,B2485,52,63,-4,F7388
D0251,B4073,75,89,-10,F7432
D0251,B3869,110,137,-51,F0454
D0251,B7614,154,170,-14,F0496
D0251,B8263,214,236,-31,F1201
D0251,B8225,265,277,-6,F6673
D0251,B8561,285,293,-1,F6677
D0252,A112,0,0,0,
D0252,B4844,10,30,-26,F0567
D0252,B3387,38,67,-64,F8373
D0252,B7229,69,89,-23,F8401
D0252,B6543,94,114,-25,F8399
D0253,A024,0,0,0,
D0253,B5593,7,24,-17,F1951
D0253,B8681,27,56,-62,F1980
D0253,B0155,60,88,-57,F1893
D0253,B5283,285,296,-4,F5970
D0254,A020,0,0,0,
D0254,B7380,25,41,-14,F1503
D0254,B0327,45,69,-38,F1310
D0254,B7481,80,96,-13,F1505
D0254,B3767,105,116,-4,F1410
D0254,B1912,132,161,-66,F1354
D0254,B7877,164,175,-3,F3635
D0254,B0060,181,191,-2,F1302
D0255,A038,0,0,0,
D0255,B5314,12,29,-16,F3586
D0255,B8414,49,71,-35,F3642
D0255,B5753,101,121,-27,F3597
D0255,B2143,129,145,-13,F1363
D0255,B5169,165,179,-9,F1445
D0255,B6096,185,205,-26,F1467
D0255,B5087,213,227,-8,F1442
D0255,B8727,250,261,-4,F3648
D0255,B8117,271,280,-2,F3638
D0256,A052,0,0,0,
D0256,B2618,8,39,-76,F4280
D0256,B5096,45,71,-51,F1946
D0256,B5114,138,153,-13,F1844
D0257,A120,0,0,0,
D0257,B0107,14,37,-36,F8918
D0257,B6920,40,52,-5,F8973
D0257,B0821,60,70,-3,F8721
D0257,B6254,72,88,-12,F8792
D0257,B2522,92,117,-45,F8746
D0257,B5277,122,145,-38,F8781
D0258,A013,0,0,0,
D0258,B6104,1,27,-51,F0849
D0258,B2230,29,57,-62,F0836
D0258,B6031,66,85,-23,F5624
D0258,B8073,90,100,-3,F5645
D0259,A047,0,0,0,
D0259,B2295,5,28,-37,F4103
D0259,B0403,31,59,-59,F4095
D0259,B7233,64,82,-20,F4117
D0259,B8646,97,116,-22,F1763
D0260,A045,0,0,0,
D0260,B5438,11,41,-67,F6515
D0260,B6833,50,80,-71,F5103
D0261,A107,0,0,0,
D0261,B2861,3,38,-96,F7969
D0261,B4054,44,69,-42,F7977
D0262,A112,0,0,0,
D0262,B8104,2,27,-42,F8409
D0262,B8381,32,54,-32,F8413
D0262,B6398,67,90,-37,F4808
